frankensim.matdb-source.v1
observation	equation-4-hysteresis-fit	torrent-2018-ave-induction-motor-stator-cogent-electrical-steel-aisi-m19-m290-50a-product-and-process-state-unstated	Torrent Perat and Jiménez 2018 Section 3.2 Equation 4 reported M-19 hysteresis-loss fit against Cogent Electrical Steel manufacturer data under sinusoidal excitation	The source identifies AISI M-19 as corresponding to EN 10106 M290-50A, and Reference 13 identifies Cogent Electrical Steel as the manufacturer-data source. It reports k_h 4.8, frequency exponent a 1.2, induction exponent n 2, and the printed output factor 10^-2 for Equation 4. The manufacturer loss data span 50 to 1000 Hz and 0.1 to 1.5 T. The paper does not identify a Cogent product designation or revision, production site, heat, chemistry, processing, anneal, coating, rolling direction, specimen, magnetic material test method, test temperature, repeats, dispersion, fit covariance, or coefficient compound units. It notes larger analytical-versus-experimental differences at high flux density. These numeric fields are source-equation inputs, not a portable executable model, generic M-19 authority, or B-H curve
scalar	eq4-kh	equation-4-hysteresis-fit	equation_4_reported_k_h_numeric	4.8	1	constant
uncertainty	eq4-kh	unstated	-	-	-	-
validity	eq4-kh	source_fit_frequency	50	1000	Hz
validity	eq4-kh	source_fit_flux_density	0.1	1.5	T
validity	eq4-kh	source_material_nomenclature_is_m19_m290_50a	1	1	1
validity	eq4-kh	source_excitation_is_sinusoidal	1	1	1
validity	eq4-kh	source_manufacturer_cogent_electrical_steel	1	1	1
validity	eq4-kh	source_product_process_anneal_coating_lot_known	0	0	1
validity	eq4-kh	source_magnetic_loss_test_method_and_temperature_known	0	0	1
validity	eq4-kh	source_fit_uncertainty_dispersion_known	0	0	1
validity	eq4-kh	source_coefficients_portable_without_source_equations	0	0	1
validity	eq4-kh	source_is_reported_fit_not_executable_pack_model	1	1	1
validity	eq4-kh	source_bh_curve_reported	0	0	1
scalar	eq4-frequency-exponent	equation-4-hysteresis-fit	equation_4_frequency_exponent_a	1.2	1	constant
uncertainty	eq4-frequency-exponent	unstated	-	-	-	-
validity	eq4-frequency-exponent	source_fit_frequency	50	1000	Hz
validity	eq4-frequency-exponent	source_fit_flux_density	0.1	1.5	T
validity	eq4-frequency-exponent	source_material_nomenclature_is_m19_m290_50a	1	1	1
validity	eq4-frequency-exponent	source_excitation_is_sinusoidal	1	1	1
validity	eq4-frequency-exponent	source_manufacturer_cogent_electrical_steel	1	1	1
validity	eq4-frequency-exponent	source_product_process_anneal_coating_lot_known	0	0	1
validity	eq4-frequency-exponent	source_magnetic_loss_test_method_and_temperature_known	0	0	1
validity	eq4-frequency-exponent	source_fit_uncertainty_dispersion_known	0	0	1
validity	eq4-frequency-exponent	source_coefficients_portable_without_source_equations	0	0	1
validity	eq4-frequency-exponent	source_is_reported_fit_not_executable_pack_model	1	1	1
validity	eq4-frequency-exponent	source_bh_curve_reported	0	0	1
scalar	eq4-flux-exponent	equation-4-hysteresis-fit	equation_4_flux_density_exponent_n	2	1	constant
uncertainty	eq4-flux-exponent	unstated	-	-	-	-
validity	eq4-flux-exponent	source_fit_frequency	50	1000	Hz
validity	eq4-flux-exponent	source_fit_flux_density	0.1	1.5	T
validity	eq4-flux-exponent	source_material_nomenclature_is_m19_m290_50a	1	1	1
validity	eq4-flux-exponent	source_excitation_is_sinusoidal	1	1	1
validity	eq4-flux-exponent	source_manufacturer_cogent_electrical_steel	1	1	1
validity	eq4-flux-exponent	source_product_process_anneal_coating_lot_known	0	0	1
validity	eq4-flux-exponent	source_magnetic_loss_test_method_and_temperature_known	0	0	1
validity	eq4-flux-exponent	source_fit_uncertainty_dispersion_known	0	0	1
validity	eq4-flux-exponent	source_coefficients_portable_without_source_equations	0	0	1
validity	eq4-flux-exponent	source_is_reported_fit_not_executable_pack_model	1	1	1
validity	eq4-flux-exponent	source_bh_curve_reported	0	0	1
scalar	eq4-output-scale	equation-4-hysteresis-fit	equation_4_reported_output_scale_numeric	0.01	1	constant
uncertainty	eq4-output-scale	unstated	-	-	-	-
validity	eq4-output-scale	source_fit_frequency	50	1000	Hz
validity	eq4-output-scale	source_fit_flux_density	0.1	1.5	T
validity	eq4-output-scale	source_material_nomenclature_is_m19_m290_50a	1	1	1
validity	eq4-output-scale	source_excitation_is_sinusoidal	1	1	1
validity	eq4-output-scale	source_manufacturer_cogent_electrical_steel	1	1	1
validity	eq4-output-scale	source_product_process_anneal_coating_lot_known	0	0	1
validity	eq4-output-scale	source_magnetic_loss_test_method_and_temperature_known	0	0	1
validity	eq4-output-scale	source_fit_uncertainty_dispersion_known	0	0	1
validity	eq4-output-scale	source_coefficients_portable_without_source_equations	0	0	1
validity	eq4-output-scale	source_is_reported_fit_not_executable_pack_model	1	1	1
validity	eq4-output-scale	source_bh_curve_reported	0	0	1
